label,text
Not_Fraud,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.
Not_Fraud,Dear we got  &lt;#&gt;  dollars hi hi
Not_Fraud,Good words.... But words may leave u in dismay many times.
Not_Fraud,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED
Not_Fraud,"sorry, no, have got few things to do. may be in pub later."
Not_Fraud,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash"
Not_Fraud,"Haha good to hear, I'm officially paid and on the market for an 8th"
Not_Fraud,How many licks does it take to get to the center of a tootsie pop?
Not_Fraud,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.
Fraud,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693
Fraud,Todays Vodafone numbers ending with 4882 are selected to a receive a å£350 award. If your number matches call 09064019014 to receive your å£350 award.
Not_Fraud,Please dont say like that. Hi hi hi
Not_Fraud,Thank u!
Not_Fraud,Oh that was a forwarded message. I thought you send that to me
Not_Fraud,Got it. Seventeen pounds for seven hundred ml ÛÒ hope ok.
Fraud,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062."
Not_Fraud,Me n him so funny...
Not_Fraud,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola"
Not_Fraud,When Ì_ login dat time... Dad fetching Ì_ home now?
Not_Fraud,"What will we do in the shower, baby?"
Not_Fraud,I had askd u a question some hours before. Its answer
Not_Fraud,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out"
Not_Fraud," said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day! "
Not_Fraud,Probably gonna swing by in a wee bit
Not_Fraud,Ya very nice. . .be ready on thursday
Not_Fraud,Allo! We have braved the buses and taken on the trains and triumphed. I mean weÛ÷re in bÛ÷ham. Have a jolly good rest of week
Not_Fraud,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
Not_Fraud,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.
Fraud,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04
Not_Fraud,No prob. I will send to your email.
Fraud,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm"
Not_Fraud,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :)
Not_Fraud,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?
Not_Fraud,"Wait, do you know if wesleys in town? I bet she does hella drugs!"
Not_Fraud,Fine i miss you very much.
Not_Fraud,Tell them the drug dealer's getting impatient
Not_Fraud,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng"
Not_Fraud,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com"
Fraud,88800 and 89034 are premium phone services call 08718711108
Not_Fraud,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
Not_Fraud,Then mum's repent how?
Not_Fraud,Sorry me going home first... Daddy come fetch Ì_ later...
Not_Fraud,Leave it de:-). Start Prepare for next:-)..
Not_Fraud,Yes baby! We can study all the positions of the kama sutra ;)
Not_Fraud,En chikku nange bakra msg kalstiya..then had tea/coffee?
Not_Fraud,Carlos'll be here in a minute if you still need to buy
Not_Fraud,This pay is  &lt;DECIMAL&gt;  lakhs:)
Not_Fraud,Have a good evening! Ttyl
Not_Fraud,Did u receive my msg?
Not_Fraud,Ho ho - big belly laugh! See ya tomo
Fraud,SMS. ac sun0819 posts HELLO:\You seem cool
Fraud,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just å£1.50 per wk 2 opt out send STOP 08452810071 16
Not_Fraud,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace."
Not_Fraud,"I've got  &lt;#&gt; , any way I could pick up?"
Not_Fraud,"I dont knw pa, i just drink milk.."
Not_Fraud,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons? 
Not_Fraud,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now..."
Not_Fraud,Cause I'm not freaky lol
Not_Fraud,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.
Not_Fraud,What is this 'hex' place you talk of? Explain!
Not_Fraud,ÌÏ log off 4 wat. It's sdryb8i
Not_Fraud,Is xy going 4 e lunch?
Fraud,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+
Not_Fraud,I wanted to ask Ì_ to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.
Not_Fraud,Have you finished work yet? :)
Not_Fraud,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8"
Not_Fraud,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday."
Not_Fraud,Thanks love. But am i doing torch or bold.
Fraud,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.
Not_Fraud,Was the farm open?
Not_Fraud,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx."
Not_Fraud,"My sister in law, hope you are having a great month. Just saying hey. Abiola"
Not_Fraud,Will purchase d stuff today and mail to you. Do you have a po box number?
Not_Fraud,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem
Not_Fraud,Good. Good job. I like entrepreneurs
Not_Fraud,"Aight, you close by or still down around alex's place?"
Not_Fraud,meet you in corporation st outside gap Û_ you can see how my mind is working!
Not_Fraud,Mum ask Ì_ to buy food home...
Not_Fraud,K..u also dont msg or reply to his msg..
Not_Fraud,How much r Ì_ willing to pay?
Not_Fraud,What is important is that you prevent dehydration by giving her enough fluids
Not_Fraud,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!"
Not_Fraud,True dear..i sat to pray evening and felt so.so i sms'd you in some time...
Not_Fraud,"I don't think I can get away for a trek that long with family in town, sorry"
Not_Fraud,So when do you wanna gym harri
Not_Fraud,Quite late lar... Ard 12 anyway i wun b drivin...
Fraud,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT"
Fraud,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs
Not_Fraud,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students
Not_Fraud,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke
Fraud,08714712388 between 10am-7pm Cost 10p
Not_Fraud,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you."
Not_Fraud,He also knows about lunch menu only da. . I know
Not_Fraud,When i have stuff to sell i.ll tell you
Fraud,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50
Not_Fraud,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748
Fraud,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm
Not_Fraud,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime
Not_Fraud,Oh is it? Send me the address
Not_Fraud,S'fine. Anytime. All the best with it.
Not_Fraud,That is wondar full flim.
Not_Fraud,Ya even those cookies have jelly on them
Not_Fraud,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run."
Not_Fraud,Got it! It looks scrumptious... daddy wants to eat you all night long!
Not_Fraud,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...
Not_Fraud,"Alright omw, gotta change my order to a half8th"
Not_Fraud,Exactly. Anyways how far. Is jide her to study or just visiting
Not_Fraud,Dunno y u ask me.
Fraud,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123
Not_Fraud,No he didn't. Spring is coming early yay!
Not_Fraud,Lol you won't feel bad when I use her money to take you out to a steak dinner =D
Not_Fraud,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply
Not_Fraud,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh
Not_Fraud,Then why no one talking to me
Not_Fraud,Thanks for looking out for me. I really appreciate.
Fraud,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
Not_Fraud,Wish i were with you now!
Not_Fraud,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.
Not_Fraud,Yes i will be there. Glad you made it.
Not_Fraud,Do well :)all will for little time. Thing of good times ahead:
Not_Fraud,Just got up. have to be out of the room very soon. Û_. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.
Not_Fraud,Ok. There may be a free gym about.
Not_Fraud,Men like shorter ladies. Gaze up into his eyes.
Not_Fraud,Dunno he jus say go lido. Same time 930.
Not_Fraud,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!"
Fraud,U are subscribed to the best Mobile Content Service in the UK for å£3 per 10 days until you send STOP to 82324. Helpline 08706091795
Not_Fraud,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam
Not_Fraud,By monday next week. Give me the full gist
Fraud,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?"
Fraud,You have an important customer service announcement from PREMIER.
Not_Fraud,Dont gimme that lip caveboy
Not_Fraud,When did you get to the library
Not_Fraud,Realy sorry-i don't recognise this number and am now confused :) who r u please?! 
Not_Fraud,So why didnt you holla?
Not_Fraud,Cant think of anyone with * spare room off * top of my head
Not_Fraud,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!"
Not_Fraud,U should have made an appointment
Not_Fraud,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts"
Fraud,"Romantic Paris. 2 nights, 2 flights from å£79 Book now 4 next year. Call 08704439680Ts&Cs apply."
Not_Fraud,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat."
Fraud,Urgent Ur å£500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 å£1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF
Not_Fraud,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...
Not_Fraud,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance.."""
Fraud,UR awarded a City Break and could WIN a å£200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 å£1.50perWKsub
Not_Fraud,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time..."
Not_Fraud,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.
Not_Fraud,Not getting anywhere with this damn job hunting over here!
Not_Fraud,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan? 
Not_Fraud,"idc get over here, you are not weaseling your way out of this shit twice in a row"
Not_Fraud,I wil be there with in  &lt;#&gt;  minutes. Got any space
Not_Fraud,Thanks for picking up the trash.
Not_Fraud,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke
Not_Fraud,"\Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx\"""""
Not_Fraud,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola
Not_Fraud,That means get the door
Not_Fraud,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?"
Not_Fraud,Beerage?
Fraud,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!
Not_Fraud,Dont think so. It turns off like randomlly within 5min of opening
Not_Fraud,"She was supposed to be but couldn't make it, she's still in town though"
Not_Fraud,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure
Fraud,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS)
Fraud,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, å£3 per pole. UnSub 08718727870."
Not_Fraud,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola
Not_Fraud,All e best 4 ur driving tmr :-)
Not_Fraud,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATåÕS AL!!!!!!!!!
Not_Fraud,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!
Not_Fraud,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?
Not_Fraud,it's really getting me down just hanging around.
Fraud,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa"
Not_Fraud,"\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\"""""
Not_Fraud,Ok i msg u b4 i leave my house.
Not_Fraud,"\Gimme a few\"" was  &lt;#&gt;  minutes ago"""
Fraud,"Last Chance! Claim ur å£150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Sub. 16"
Not_Fraud,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice
Fraud,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
Fraud,You have won a guaranteed å£200 award or even å£1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX
Not_Fraud,K I'll be there before 4.
Not_Fraud,I dled 3d its very imp
Not_Fraud,"sure, but make sure he knows we ain't smokin yet"
Not_Fraud,Boooo you always work. Just quit.
Not_Fraud,I am taking half day leave bec i am not well
Not_Fraud,Ugh I don't wanna get out of bed. It's so warm.
Not_Fraud,S:)s.nervous  &lt;#&gt; :)
Not_Fraud,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint
Fraud,Congratulations ur awarded either å£500 of CD gift vouchers & Free entry 2 our å£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
Not_Fraud,I borrow ur bag ok.
Fraud,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT"
Not_Fraud,Where's my boytoy? I miss you ... What happened?
Not_Fraud,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up"
Not_Fraud,Also are you bringing galileo or dobby
Not_Fraud,Then why you not responding
Not_Fraud,"\BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IåÕLLSPEAK 2U SOONLOTS OF LOVEME XXXX.\"""""
Not_Fraud,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*
Not_Fraud,On the road so cant txt
Fraud,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
Fraud,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
Not_Fraud,Hmm .. Bits and pieces lol ... *sighs* ...
Not_Fraud,Hahaha..use your brain dear
Not_Fraud,Hey. You got any mail?
Not_Fraud,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around"
Not_Fraud,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola
Fraud,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
Not_Fraud,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havenåÕt sent u 1 in ages started driving so stay off roads!RVx
Fraud,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062"
Not_Fraud,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago"
Not_Fraud,Surely result will offer:)
Not_Fraud,Good Morning my Dear........... Have a great &amp; successful day.
Fraud,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow
Not_Fraud,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks"
Fraud,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed
Fraud,Last chance 2 claim ur å£150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. å£3.00 Sub. 16 . Remove txt X or STOP
Not_Fraud,I luv u soo much u donåÕt understand how special u r 2 me ring u 2morrow luv u xxx
Not_Fraud,"Pls send me a comprehensive mail about who i'm paying, when and how much."
Not_Fraud,Our Prashanthettan's mother passed away last night. pray for her and family.
Fraud,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ "
Not_Fraud,K.k:)when are you going?
Not_Fraud,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore
Not_Fraud,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.
Not_Fraud,I am in office:)whats the matter..msg me now.i will call you at break:).
Not_Fraud,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later"
Not_Fraud,U reach orchard already? U wan 2 go buy tickets first?
Not_Fraud,"I am real, baby! I want to bring out your inner tigress..."
Not_Fraud,No da if you run that it activate the full version da.
Not_Fraud,"\AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.\"""""
Not_Fraud,Stop the story. I've told him i've returned it and he's saying i should not re order it.
Fraud,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.
Not_Fraud,Going to take your babe out ?
Not_Fraud,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.
Not_Fraud,Spoons it is then okay?
Not_Fraud,Did he just say somebody is named tampa
Not_Fraud,In work now. Going have in few min.
Not_Fraud,Your brother is a genius
Not_Fraud,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you"
Not_Fraud,Did u find out what time the bus is at coz i need to sort some stuff out.
Not_Fraud,Dude ive been seeing a lotta corvettes lately
Fraud,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net å£1.50pm approx 3mins
Not_Fraud,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter"
Fraud,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04
Fraud,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
Fraud,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!
Not_Fraud,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!"
Not_Fraud,Its going good...no problem..but still need little experience to understand american customer voice...
Not_Fraud,I'll text you when I drop x off
Not_Fraud,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap
Not_Fraud,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;
Fraud,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary"
Not_Fraud,Are you in castor? You need to see something
Fraud,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone
Fraud,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565
Fraud,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08
Fraud,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.
Not_Fraud,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training."
Not_Fraud,I love to give massages. I use lots of baby oil... What is your fave position?
Not_Fraud,Dude we should go sup again
Not_Fraud,Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
Not_Fraud,Gibbs unsold.mike hussey
Not_Fraud,I like to talk pa but am not able to. I dont know y.
Not_Fraud,Y dun cut too short leh. U dun like ah? She failed. She's quite sad.
Not_Fraud,You unbelievable faglord
Not_Fraud,Wife.how she knew the time of murder exactly
Not_Fraud,Why do you ask princess?
Not_Fraud,I am great princess! What are you thinking about me? :)
Not_Fraud,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
Not_Fraud,It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.
Not_Fraud,Doesn't g have class early tomorrow and thus shouldn't be trying to smoke at  &lt;#&gt;
Not_Fraud,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)"""
Not_Fraud,Hope you are having a good week. Just checking in
Not_Fraud,"I'm used to it. I just hope my agents don't drop me since i've only booked a few things this year. This whole me in boston, them in nyc was an experiment."
Not_Fraud,"Thursday night? Yeah, sure thing, we'll work it out then"
Not_Fraud,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.
Not_Fraud,How is it possible to teach you. And where.
Not_Fraud,"I wonder if your phone battery went dead ? I had to tell you, I love you babe"
Not_Fraud,Lovely smell on this bus and it ain't tobacco... 
Not_Fraud,"We're all getting worried over here, derek and taylor have already assumed the worst"
Not_Fraud,Hey what's up charles sorry about the late reply.
Fraud,"all the lastest from Stereophonics, Marley, Dizzee Racal, Libertines and The Strokes! Win Nookii games with Flirt!! Click TheMob WAP Bookmark or text WAP to 82468"
Not_Fraud,I.ll give her once i have it. Plus she said grinule greet you whenever we speak
Not_Fraud,WHITE FUDGE OREOS ARE IN STORES
Fraud,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
Not_Fraud,My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you
Not_Fraud,I am sorry it hurt you.
Not_Fraud,Can't. I feel nauseous. I'm so pissed. I didn't eat any sweets all week cause today I was planning to pig out. I was dieting all week. And now I'm not hungry :/
Not_Fraud,Ok lor but not too early. Me still having project meeting now.
Not_Fraud,"Call me da, i am waiting for your call."
Not_Fraud,I could ask carlos if we could get more if anybody else can chip in
Not_Fraud,Was actually about to send you a reminder today. Have a wonderful weekend
Not_Fraud,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
Not_Fraud,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck? 
Not_Fraud,Dont talk to him ever ok its my word.
Not_Fraud,When u wana see it then
Not_Fraud,On ma way to school. Can you pls send me ashley's number
Not_Fraud,It shall be fine. I have avalarr now. Will hollalater
Not_Fraud,She went to attend another two rounds today..but still did't reach home..
Not_Fraud,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
Not_Fraud,"K, wait chikku..il send aftr  &lt;#&gt; mins"
Not_Fraud,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.
Not_Fraud,K:)i will give my kvb acc details:)
Not_Fraud,Oh all have to come ah?
Fraud,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over å£1million to give away ! ppt150x3+normal text rate box403 w1t1jy
Not_Fraud,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-)
Not_Fraud,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go
Not_Fraud,So do you have samus shoulders yet
Not_Fraud,What time you think you'll have it? Need to know when I should be near campus
Fraud,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or å£1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH."
Not_Fraud,Then dun wear jeans lor...
Not_Fraud,"Since when, which side, any fever, any vomitin."
Not_Fraud,K:)k.are you in college?
Fraud,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+"
Not_Fraud,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.
Not_Fraud,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:)
Not_Fraud,Theyre doing it to lots of places. Only hospitals and medical places are safe.
Fraud,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)
Not_Fraud,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed
Not_Fraud,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones"
Not_Fraud,I cant wait to see you! How were the photos were useful? :)
Fraud,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1
Not_Fraud,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging 
Not_Fraud,Chk in ur belovd ms dict
Not_Fraud,Is that what time you want me to come?
